NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
7237,Welders and related machine operators,*,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Only operators, setters, tenders of welding, brazing and soldering machines"
7241,Electricians (except industrial and power system),,47-2111,Electricians,
7242,Industrial electricians,*,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Only industrial electricians, excluding signal and track switch repairers "
7242,Industrial electricians,*,49-9097,Signal and Track Switch Repairers,Only signal and track switch repairers 
7243,Power system electricians,,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",
7244,Electrical power line and cable workers,*,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Only installers and repairers of meters 
7244,Electrical power line and cable workers,*,49-9051,Electrical Power-Line Installers and Repairers,Excluding installers and repairers of meters 
7245,Telecommunications line and cable workers,,49-9052,Telecommunications Line Installers and Repairers,
7246,Telecommunications installation and repair workers,*,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Only installers, technicians, mechanics, repairers, servicers, maintainers and adjusters of radio, cellular and tower equipment and systems "
7246,Telecommunications installation and repair workers,*,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Excluding installers, technicians, mechanics, repairers, servicers, maintainers and adjusters of radio, cellular and tower equipment and systems "
7247,Cable television service and maintenance technicians,,49-9052,Telecommunications Line Installers and Repairers,
7251,Plumbers,,47-2152,"Plumbers, Pipefitters, and Steamfitters",
7252,"Steamfitters, pipefitters and sprinkler system installers",,47-2152,"Plumbers, Pipefitters, and Steamfitters",
7253,Gas fitters,*,47-2152,"Plumbers, Pipefitters, and Steamfitters",Excluding installers and repairers of gas meters 
7253,Gas fitters,*,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",Only installers and repairers of gas meters 
7271,Carpenters,,47-2031,Carpenters,
7272,Cabinetmakers,,51-7011,Cabinetmakers and Bench Carpenters,
7281,Bricklayers,*,47-2021,Brickmasons and Blockmasons,"Excluding masons, setters, builders, installers, layers and repairers of stone and industrial furnaces, kilns and ovens using refractory brick "
7281,Bricklayers,*,47-2022,Stonemasons,"Only masons, setters, builders, installers, layers and repairers of stone "
7281,Bricklayers,*,49-9045,"Refractory Materials Repairers, Except Brickmasons","Only repairers, builders, masons, layers of industrial furnaces, kilns and ovens using refractory brick "
7282,Concrete finishers,,47-2051,Cement Masons and Concrete Finishers,
7283,Tilesetters,*,47-2044,Tile and Stone Setters,"Only tilesetters, excluding those specializing in Terrazzo"
7283,Tilesetters,*,47-2053,Terrazzo Workers and Finishers,"Only workers, layers, setters, polishers, and finishers of Terrazzo "
7284,"Plasterers, drywall installers and finishers and lathers",*,47-2081,Drywall and Ceiling Tile Installers,"Only installers, finishers, applicators, nailers, mechanics, journeypersons and apprentices of drywall and plaster "
7284,"Plasterers, drywall installers and finishers and lathers",*,47-2082,Tapers,Only tapers of drywall and other wallboard
7284,"Plasterers, drywall installers and finishers and lathers",*,47-2161,Plasterers and Stucco Masons,Only plasterers and stucco lathers and masons
7291,Roofers and shinglers,,47-2181,Roofers,
7292,Glaziers,,47-2121,Glaziers,
7293,Insulators,*,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Only workers who insulate walls, floors, and ceilings"
7293,Insulators,*,47-2132,"Insulation Workers, Mechanical","Excluding workers who insulate walls, floors, and ceilings"
7294,Painters and decorators (except interior decorators),*,47-2141,"Painters, Construction and Maintenance","Excluding workers who install wallpaper, fabric and materials"
7294,Painters and decorators (except interior decorators),*,47-2142,Paperhangers,"Only workers who install wallpaper, fabric and materials"
7295,Floor covering installers,*,47-2031,Carpenters,Only installers and layers of hardwood flooring
7295,Floor covering installers,*,47-2041,Carpet Installers,Only installers and layers of carpets
7295,Floor covering installers,*,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Only floor covering layers, excluding carpet and hardwood "
7301,"Contractors and supervisors, mechanic trades",,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",
7302,"Contractors and supervisors, heavy equipment operator crews",*,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,Only supervisors and forepersons of construction trades and extraction workers
7302,"Contractors and supervisors, heavy equipment operator crews",*,53-1041,Aircraft Cargo Handling Supervisors,Only supervisors and forepersons in heavy aircraft cargo handling 
7302,"Contractors and supervisors, heavy equipment operator crews",*,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Only supervisors and forepersons of material movers, helpers, labourers and handlers"
7302,"Contractors and supervisors, heavy equipment operator crews",*,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,"Only contractors and supervisors, heavy equipment operator crews for material-moving, excluding aircraft cargo handling, construction and extraction"
7303,"Supervisors, printing and related occupations",,51-1011,First-Line Supervisors of Production and Operating Workers,
7304,"Supervisors, railway transport operations",*,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,"Excluding supervisors, forepersons and masters at railway yards and stations "
7304,"Supervisors, railway transport operations",*,53-4031,Railroad Conductors and Yardmasters,"Only supervisors, forepersons and masters at railway yards and stations "
7305,"Supervisors, motor transport and other ground transit operators",*,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Excluding supervisors of drivers of trucks 
7305,"Supervisors, motor transport and other ground transit operators",*,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Only supervisors of drivers of trucks 
7311,Construction millwrights and industrial mechanics,*,49-9041,Industrial Machinery Mechanics,"Only mechanics, technicians, repairers, fixers and setters of industrial machinery"
7311,Construction millwrights and industrial mechanics,*,49-9044,Millwrights,"Only construction millwrights, millwrights and apprentices "
7311,Construction millwrights and industrial mechanics,*,49-9081,Wind Turbine Service Technicians,Only technicians and repairers of wind turbines
7312,Heavy-duty equipment mechanics,*,49-3041,Farm Equipment Mechanics and Service Technicians,"Only mechanics, technicians, apprentices and repairers of farm equipment"
7312,Heavy-duty equipment mechanics,*,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Excluding mechanics, technicians, apprentices and repairers of farm equipment"
7313,"Heating, refrigeration and air conditioning mechanics",,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",
7314,Railway carmen/women,,49-3043,Rail Car Repairers,
7315,Aircraft mechanics and aircraft inspectors,*,49-3011,Aircraft Mechanics and Service Technicians,"Only aircraft mechanics, service technicians and testers"
7315,Aircraft mechanics and aircraft inspectors,*,53-6051,Transportation Inspectors,Only inspectors of airplanes 
7316,Machine fitters,,51-2031,Engine and Other Machine Assemblers,
7318,Elevator constructors and mechanics,,47-4021,Elevator and Escalator Installers and Repairers,
7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",*,49-3023,Automotive Service Technicians and Mechanics,"Only technicians, mechanics, apprentices and repairers of motor vehicles "
7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",*,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Only technicians, mechanics, apprentices and repairers of buses, trucks and truck-trailers"
